Car_id,Date,Gender,Annul_Income,Company,Model,Transmission,Color,Price,Body_Style,Dealer_Region
C_CND_011185,2023-02-05,Male,491000,Oldsmobile,Intrigue,Manual,Red,25001,Suv,Aurora
C_CND_011186,2023-02-05,Male,13500,Acura,Rl,Manual,Red,26001,Suv,Greenville
C_CND_011187,2023-02-05,Male,990000,Ford,Taurus,Manual,Black,69001,Suv,Pasco
C_CND_011188,2023-02-05,Male,350000,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Janesville
C_CND_011189,2023-02-05,Male,871000,Saturn,Sw,Manual,Black,36000,Passenger,Scottsdale
C_CND_011190,2023-02-05,Male,985000,Lincoln,Continental,Manual,Red,82000,Passenger,Austin
C_CND_011191,2023-02-05,Male,900000,Dodge,Viper,Auto,Red,41000,Suv,Aurora
C_CND_011192,2023-02-05,Male,365000,Mercedes-B,E-Class,Auto,Red,15000,Sedan,Greenville
C_CND_011193,2023-02-05,Female,13500,Volvo,C70,Manual,Pale White,24000,Hatchback,Pasco
C_CND_011194,2023-02-05,Male,310000,Chrysler,Lhs,Manual,Pale White,41000,Hatchback,Janesville
C_CND_011195,2023-02-05,Male,13500,Saturn,Lw,Manual,Pale White,13000,Hatchback,Scottsdale
C_CND_011196,2023-02-05,Male,13500,Mitsubishi,3000Gt,Manual,Red,20000,Sedan,Austin
C_CND_011197,2023-02-05,Male,662000,Mercedes-B,Slk230,Manual,Pale White,14000,Hatchback,Middletown
C_CND_011198,2023-02-05,Male,625500,Honda,Accord,Auto,Pale White,19500,Sedan,Aurora
C_CND_011199,2023-02-05,Male,420500,Honda,Civic,Manual,Black,43500,Hatchback,Pasco
C_CND_011200,2023-02-05,Male,583000,Jaguar,S-Type,Auto,Black,16000,Passenger,Janesville
C_CND_011201,2023-02-05,Male,1775000,Subaru,Forester,Auto,Black,22500,Hardtop,Middletown
C_CND_011202,2023-02-05,Male,13500,Mercury,Cougar,Auto,Black,33000,Hatchback,Austin
C_CND_011203,2023-02-05,Male,13500,Subaru,Forester,Auto,Black,22000,Hardtop,Greenville
C_CND_011204,2023-02-05,Male,618500,Acura,Rl,Manual,Red,17500,Suv,Scottsdale
C_CND_011205,2023-02-05,Male,13500,Toyota,Sienna,Manual,Black,12000,Passenger,Austin
C_CND_011206,2023-02-05,Male,3110000,Nissan,Quest,Manual,Black,19000,Suv,Pasco
C_CND_011207,2023-02-05,Male,820000,Volvo,S70,Auto,Pale White,32000,Hardtop,Middletown
C_CND_011208,2023-02-05,Male,1425000,Oldsmobile,Silhouette,Auto,Red,12500,Sedan,Scottsdale
C_CND_011209,2023-02-05,Male,13500,Toyota,Rav4,Manual,Pale White,22000,Hatchback,Austin
C_CND_011210,2023-02-05,Female,1090000,Dodge,Durango,Auto,Pale White,10000,Suv,Middletown
C_CND_011211,2023-02-05,Male,1530000,Lincoln,Continental,Manual,Black,42000,Passenger,Aurora
C_CND_011212,2023-02-05,Male,1900000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Greenville
C_CND_011213,2023-02-05,Male,13500,Toyota,Celica,Auto,Pale White,25000,Suv,Pasco
C_CND_011214,2023-02-05,Female,475000,Oldsmobile,Silhouette,Manual,Red,25000,Sedan,Janesville
C_CND_011215,2023-02-05,Male,13500,Toyota,Celica,Manual,Pale White,14000,Suv,Scottsdale
C_CND_011216,2023-02-05,Male,1500000,Chevrolet,Camaro,Auto,Black,41000,Sedan,Austin
C_CND_011217,2023-02-05,Male,1360000,Ford,Taurus,Manual,Red,22000,Suv,Janesville
C_CND_011218,2023-02-05,Male,13500,Oldsmobile,Aurora,Manual,Red,34000,Passenger,Scottsdale
C_CND_011219,2023-02-05,Male,830000,Volkswagen,Golf,Manual,Pale White,17000,Hardtop,Austin
C_CND_011220,2023-02-05,Male,13500,Mercury,Cougar,Auto,Black,33000,Hatchback,Middletown
C_CND_011221,2023-02-05,Male,13500,Chrysler,Concorde,Manual,Black,18001,Hardtop,Janesville
C_CND_011222,2023-02-05,Female,330000,Chrysler,Sebring Coupe,Auto,Red,19000,Sedan,Greenville
C_CND_011223,2023-02-05,Male,829000,Volkswagen,Jetta,Auto,Red,33000,Passenger,Pasco
C_CND_011224,2023-02-05,Male,786000,Dodge,Stratus,Manual,Red,25000,Hatchback,Janesville
C_CND_011225,2023-02-05,Male,458000,Mitsubishi,3000Gt,Auto,Pale White,12000,Sedan,Scottsdale
C_CND_011226,2023-02-05,Male,1180000,Buick,Century,Auto,Pale White,17001,Hardtop,Austin
C_CND_011227,2023-02-05,Male,1080000,Chevrolet,Prizm,Manual,Red,22001,Hardtop,Aurora
C_CND_011228,2023-02-05,Female,1235500,Infiniti,I30,Auto,Red,15551,Hardtop,Janesville
C_CND_011229,2023-02-05,Male,13500,Dodge,Caravan,Auto,Black,23001,Hardtop,Middletown
C_CND_011230,2023-02-05,Male,620000,Audi,A4,Auto,Black,27001,Hardtop,Austin
C_CND_011231,2023-02-05,Male,562500,Jeep,Grand Cherokee,Manual,Pale White,15500,Suv,Austin
C_CND_011232,2023-02-05,Female,385000,Mercedes-B,Sl-Class,Manual,Pale White,26001,Hardtop,Austin
C_CND_011233,2023-02-05,Male,520000,Nissan,Altima,Auto,Red,21000,Hatchback,Aurora
C_CND_011234,2023-02-05,Female,2250000,Bmw,323I,Auto,Black,9000,Hatchback,Greenville
C_CND_011235,2023-02-05,Female,375000,Dodge,Ram Pickup,Manual,Red,25001,Hardtop,Greenville
C_CND_011236,2023-02-05,Female,745000,Mitsubishi,3000Gt,Auto,Red,19001,Sedan,Greenville
C_CND_011237,2023-02-05,Male,1025000,Mitsubishi,Eclipse,Auto,Black,27500,Hardtop,Middletown
C_CND_011238,2023-02-05,Male,1450000,Chrysler,Lhs,Manual,Black,51001,Hatchback,Janesville
C_CND_011239,2023-02-05,Male,13500,Nissan,Xterra,Auto,Black,9001,Passenger,Scottsdale
C_CND_011240,2023-02-05,Female,1300000,Saturn,Ls,Auto,Red,24001,Sedan,Austin
C_CND_011241,2023-02-05,Female,13500,Volkswagen,Passat,Auto,Pale White,31001,Hatchback,Middletown
C_CND_011242,2023-02-05,Male,886000,Toyota,Celica,Manual,Pale White,14001,Suv,Aurora
C_CND_011243,2023-02-05,Male,1126500,Buick,Regal,Auto,Pale White,46651,Passenger,Greenville
C_CND_011244,2023-02-05,Male,1835000,Mercury,Grand Marquis,Manual,Pale White,16501,Suv,Pasco
C_CND_011245,2023-02-05,Male,1450000,Saab,3-Sep,Auto,Black,23001,Sedan,Janesville
C_CND_011246,2023-02-05,Male,1540000,Mercedes-B,Slk,Manual,Pale White,17001,Passenger,Scottsdale
C_CND_011247,2023-02-05,Male,13500,Subaru,Forester,Manual,Red,26000,Hardtop,Aurora
C_CND_011248,2023-02-05,Male,1960000,Ford,Mustang,Auto,Black,9001,Hatchback,Janesville
C_CND_011249,2023-02-05,Male,1160000,Pontiac,Sunfire,Manual,Red,43001,Sedan,Scottsdale
C_CND_011250,2023-02-05,Female,770000,Lincoln,Navigator,Manual,Pale White,33001,Sedan,Austin
C_CND_011251,2023-02-06,Male,1250000,Chevrolet,Camaro,Auto,Red,24000,Sedan,Middletown
C_CND_011252,2023-02-06,Male,727000,Volvo,S40,Auto,Pale White,42000,Sedan,Middletown
C_CND_011253,2023-02-06,Male,13500,Chevrolet,Lumina,Manual,Black,42000,Passenger,Aurora
C_CND_011254,2023-02-06,Male,1528500,Cadillac,Escalade,Auto,Black,26850,Sedan,Janesville
C_CND_011255,2023-02-06,Male,13500,Lexus,Gs400,Auto,Black,12001,Hatchback,Middletown
C_CND_011256,2023-02-07,Male,542000,Dodge,Caravan,Auto,Black,23000,Hatchback,Aurora
C_CND_011257,2023-02-07,Male,641000,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Greenville
C_CND_011258,2023-02-07,Male,1395000,Audi,A6,Manual,Black,25500,Suv,Pasco
C_CND_011259,2023-02-07,Male,13500,Oldsmobile,Cutlass,Auto,Pale White,46000,Sedan,Janesville
C_CND_011260,2023-02-07,Male,535000,Mitsubishi,Diamante,Auto,Pale White,21000,Hatchback,Aurora
C_CND_011261,2023-02-07,Male,560000,Volvo,V70,Auto,Black,39000,Passenger,Greenville
C_CND_011262,2023-02-07,Male,860000,Nissan,Quest,Manual,Black,19000,Suv,Pasco
C_CND_011263,2023-02-07,Male,802000,Chrysler,Lhs,Auto,Black,26000,Hatchback,Janesville
C_CND_011264,2023-02-07,Male,645000,Volkswagen,Golf,Auto,Pale White,18000,Hardtop,Middletown
C_CND_011265,2023-02-07,Male,13500,Audi,A6,Manual,Pale White,13000,Suv,Pasco
C_CND_011266,2023-02-07,Male,13500,Cadillac,Eldorado,Manual,Black,85000,Passenger,Janesville
C_CND_011267,2023-02-07,Male,2538000,Pontiac,Sunfire,Manual,Red,43800,Sedan,Scottsdale
C_CND_011268,2023-02-07,Male,630000,Audi,A6,Auto,Black,14000,Suv,Scottsdale
C_CND_011269,2023-02-07,Male,1690000,Bmw,528I,Manual,Black,21000,Suv,Austin
C_CND_011270,2023-02-07,Male,730000,Chevrolet,Prizm,Manual,Black,44001,Hardtop,Aurora
C_CND_011271,2023-02-07,Male,610000,Ford,Explorer,Auto,Red,41000,Hatchback,Aurora
C_CND_011272,2023-02-07,Male,730000,Ford,Mustang,Manual,Red,25001,Hatchback,Aurora
C_CND_011273,2023-02-07,Female,900000,Ford,Focus,Manual,Black,49001,Hardtop,Pasco
C_CND_011274,2023-02-07,Female,600000,Cadillac,Seville,Manual,Black,44000,Hardtop,Austin
C_CND_011275,2023-02-07,Male,13500,Mitsubishi,Eclipse,Manual,Pale White,12000,Hardtop,Aurora
C_CND_011276,2023-02-08,Female,520000,Mercedes-B,S-Class,Auto,Black,39000,Suv,Scottsdale
C_CND_011277,2023-02-08,Male,860000,Nissan,Maxima,Manual,Red,16000,Sedan,Austin
C_CND_011278,2023-02-08,Male,800000,Honda,Accord,Manual,Black,43000,Sedan,Scottsdale
C_CND_011279,2023-02-08,Male,854000,Nissan,Maxima,Manual,Pale White,54000,Sedan,Austin
C_CND_011280,2023-02-08,Female,255000,Buick,Regal,Manual,Red,43000,Passenger,Austin
C_CND_011281,2023-02-08,Male,2300000,Audi,A6,Manual,Black,25000,Suv,Middletown
C_CND_011282,2023-02-08,Male,13500,Cadillac,Deville,Auto,Red,22000,Suv,Greenville
C_CND_011283,2023-02-08,Female,13500,Chrysler,Concorde,Auto,Pale White,46001,Hardtop,Janesville
C_CND_011284,2023-02-08,Male,13500,Mercury,Grand Marquis,Auto,Black,9001,Suv,Scottsdale
C_CND_011285,2023-02-08,Male,2300000,Cadillac,Catera,Auto,Pale White,75001,Hatchback,Austin
C_CND_011286,2023-02-09,Male,440000,Oldsmobile,Bravada,Auto,Red,15000,Hatchback,Middletown
C_CND_011287,2023-02-09,Male,860000,Bmw,528I,Auto,Pale White,62000,Suv,Aurora
C_CND_011288,2023-02-09,Female,1220000,Dodge,Durango,Auto,Red,22000,Suv,Middletown
C_CND_011289,2023-02-09,Male,13500,Mercury,Grand Marquis,Manual,Red,71000,Suv,Aurora
C_CND_011290,2023-02-09,Male,486000,Volkswagen,Beetle,Manual,Red,21000,Hardtop,Greenville
C_CND_011291,2023-02-09,Male,1600000,Acura,Rl,Auto,Black,24000,Suv,Greenville
C_CND_011292,2023-02-09,Female,13500,Lexus,Ls400,Manual,Black,69000,Sedan,Janesville
C_CND_011293,2023-02-09,Female,13500,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Scottsdale
C_CND_011294,2023-02-09,Male,1790000,Pontiac,Bonneville,Manual,Red,11001,Hatchback,Middletown
C_CND_011295,2023-02-09,Female,13500,Pontiac,Grand Am,Auto,Pale White,26001,Suv,Aurora
C_CND_011296,2023-02-11,Female,795000,Ford,Crown Victoria,Auto,Black,11000,Passenger,Greenville
C_CND_011297,2023-02-11,Male,1735000,Chevrolet,Camaro,Auto,Pale White,17500,Sedan,Greenville
C_CND_011298,2023-02-11,Male,1035000,Chevrolet,Prizm,Auto,Black,33500,Hardtop,Janesville
C_CND_011299,2023-02-11,Male,13500,Ford,Escort,Manual,Black,11000,Passenger,Austin
C_CND_011300,2023-02-11,Male,13500,Chrysler,300M,Auto,Red,16001,Suv,Greenville
C_CND_011301,2023-02-12,Male,13500,Nissan,Frontier,Manual,Pale White,20000,Hatchback,Pasco
C_CND_011302,2023-02-12,Female,815000,Honda,Accord,Auto,Pale White,21000,Sedan,Janesville
C_CND_011303,2023-02-12,Male,13500,Chevrolet,Malibu,Manual,Red,24000,Hardtop,Janesville
C_CND_011304,2023-02-12,Male,904000,Volvo,C70,Manual,Pale White,24000,Hatchback,Janesville
C_CND_011305,2023-02-12,Female,1520000,Buick,Regal,Auto,Black,19000,Passenger,Janesville
C_CND_011306,2023-02-12,Male,13500,Oldsmobile,Intrigue,Manual,Red,37000,Suv,Scottsdale
C_CND_011307,2023-02-12,Male,13500,Mercury,Sable,Auto,Red,39000,Sedan,Middletown
C_CND_011308,2023-02-12,Male,588000,Ford,Explorer,Auto,Pale White,42000,Hatchback,Aurora
C_CND_011309,2023-02-12,Female,500000,Chevrolet,Malibu,Auto,Red,21000,Hardtop,Janesville
C_CND_011310,2023-02-12,Female,13500,Toyota,Sienna,Auto,Pale White,26001,Passenger,Janesville
C_CND_011311,2023-02-13,Male,835000,Toyota,Camry,Manual,Black,29000,Hatchback,Scottsdale
C_CND_011312,2023-02-13,Male,500000,Chevrolet,Metro,Auto,Pale White,19000,Passenger,Scottsdale
C_CND_011313,2023-02-13,Male,2115000,Mercedes-B,Slk,Manual,Pale White,17500,Passenger,Austin
C_CND_011314,2023-02-13,Female,1380000,Cadillac,Escalade,Auto,Pale White,38000,Sedan,Greenville
C_CND_011315,2023-02-13,Male,520000,Saturn,Sc,Auto,Black,33000,Hardtop,Pasco
C_CND_011316,2023-02-14,Male,705000,Infiniti,I30,Auto,Pale White,51000,Hatchback,Austin
C_CND_011317,2023-02-14,Female,1050000,Cadillac,Eldorado,Manual,Red,31000,Passenger,Janesville
C_CND_011318,2023-02-14,Male,800000,Nissan,Altima,Auto,Pale White,20000,Hatchback,Scottsdale
C_CND_011319,2023-02-14,Male,13500,Volvo,S40,Manual,Red,17000,Sedan,Austin
C_CND_011320,2023-02-14,Male,13500,Subaru,Outback,Auto,Red,57000,Suv,Middletown
C_CND_011321,2023-02-14,Male,1440000,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Austin
C_CND_011322,2023-02-14,Male,900000,Chrysler,Cirrus,Auto,Red,12000,Passenger,Middletown
C_CND_011323,2023-02-14,Male,540000,Ford,Expedition,Manual,Red,22000,Suv,Aurora
C_CND_011324,2023-02-14,Male,13500,Chevrolet,Malibu,Manual,Pale White,14000,Hardtop,Pasco
C_CND_011325,2023-02-14,Male,1400000,Chrysler,Concorde,Auto,Black,12000,Hardtop,Janesville
C_CND_011326,2023-02-14,Male,1700000,Buick,Park Avenue,Manual,Black,29000,Hatchback,Middletown
C_CND_011327,2023-02-14,Male,13500,Lexus,Ls400,Auto,Pale White,46000,Sedan,Aurora
C_CND_011328,2023-02-14,Male,13500,Toyota,Sienna,Manual,Black,27000,Passenger,Greenville
C_CND_011329,2023-02-14,Male,3500000,Jeep,Wrangler,Auto,Red,19000,Hatchback,Pasco
C_CND_011330,2023-02-14,Male,1750000,Porsche,Boxter,Manual,Red,24000,Suv,Janesville
C_CND_011331,2023-02-14,Female,1185000,Cadillac,Eldorado,Manual,Black,85500,Passenger,Pasco
C_CND_011332,2023-02-14,Male,882000,Dodge,Ram Van,Auto,Black,60000,Hatchback,Janesville
C_CND_011333,2023-02-14,Male,831000,Jaguar,S-Type,Auto,Black,16000,Passenger,Scottsdale
C_CND_011334,2023-02-14,Male,2130000,Lexus,Ls400,Manual,Black,69000,Sedan,Austin
C_CND_011335,2023-02-14,Male,13500,Dodge,Ram Wagon,Manual,Pale White,16000,Passenger,Middletown
C_CND_011336,2023-02-14,Male,820000,Saab,3-Sep,Auto,Black,31001,Sedan,Austin
C_CND_011337,2023-02-14,Male,878000,Lexus,Ls400,Manual,Black,69001,Sedan,Middletown
C_CND_011338,2023-02-14,Male,1606000,Volvo,S80,Manual,Red,25601,Sedan,Aurora
C_CND_011339,2023-02-14,Male,13500,Lincoln,Continental,Manual,Black,18001,Passenger,Greenville
C_CND_011340,2023-02-14,Male,1540000,Lincoln,Continental,Manual,Black,18001,Passenger,Pasco
C_CND_011341,2023-02-15,Male,880000,Chevrolet,Corvette,Auto,Pale White,25000,Suv,Aurora
C_CND_011342,2023-02-15,Male,1000000,Acura,Rl,Manual,Black,18000,Suv,Greenville
C_CND_011343,2023-02-15,Male,600000,Volkswagen,Jetta,Auto,Red,19000,Passenger,Janesville
C_CND_011344,2023-02-15,Male,401500,Bmw,528I,Manual,Black,21500,Suv,Scottsdale
C_CND_011345,2023-02-15,Female,580000,Mercedes-B,Slk,Auto,Pale White,46000,Passenger,Scottsdale
C_CND_011346,2023-02-15,Male,967500,Mercury,Sable,Auto,Red,39500,Sedan,Austin
C_CND_011347,2023-02-15,Male,650000,Toyota,Camry,Auto,Red,31000,Hatchback,Aurora
C_CND_011348,2023-02-15,Male,599000,Cadillac,Escalade,Manual,Black,34000,Sedan,Greenville
C_CND_011349,2023-02-15,Male,565000,Saturn,Sc,Auto,Red,12000,Hardtop,Austin
C_CND_011350,2023-02-15,Male,1875000,Buick,Regal,Auto,Black,19501,Passenger,Scottsdale
C_CND_011351,2023-02-16,Male,754000,Honda,Odyssey,Manual,Pale White,27000,Passenger,Pasco
C_CND_011352,2023-02-16,Male,13500,Volkswagen,Gti,Manual,Black,25000,Suv,Janesville
C_CND_011353,2023-02-16,Male,916000,Volkswagen,Passat,Auto,Pale White,32000,Hatchback,Scottsdale
C_CND_011354,2023-02-16,Male,590000,Hyundai,Sonata,Manual,Black,20000,Suv,Austin
C_CND_011355,2023-02-16,Male,13500,Volkswagen,Passat,Auto,Black,9000,Hatchback,Middletown
C_CND_011356,2023-02-16,Male,575000,Lexus,Lx470,Manual,Pale White,54000,Suv,Aurora
C_CND_011357,2023-02-16,Male,1020000,Chrysler,Sebring Coupe,Auto,Pale White,46000,Sedan,Greenville
C_CND_011358,2023-02-16,Male,1510000,Dodge,Stratus,Manual,Red,37000,Hatchback,Pasco
C_CND_011359,2023-02-16,Male,801000,Chevrolet,Metro,Manual,Pale White,13000,Passenger,Janesville
C_CND_011360,2023-02-16,Male,1162500,Chevrolet,Malibu,Manual,Pale White,57250,Hardtop,Aurora
C_CND_011361,2023-02-16,Male,740000,Mitsubishi,Eclipse,Manual,Pale White,12000,Hardtop,Scottsdale
C_CND_011362,2023-02-16,Male,1012000,Nissan,Altima,Auto,Pale White,20200,Hatchback,Aurora
C_CND_011363,2023-02-16,Male,565000,Toyota,Celica,Manual,Pale White,14000,Suv,Greenville
C_CND_011364,2023-02-16,Male,502500,Saturn,Ls,Auto,Pale White,51500,Sedan,Pasco
C_CND_011365,2023-02-16,Male,1550000,Mercedes-B,E-Class,Auto,Pale White,31000,Sedan,Janesville
C_CND_011366,2023-02-16,Male,420000,Pontiac,Grand Am,Auto,Red,19000,Suv,Scottsdale
C_CND_011367,2023-02-16,Male,785000,Saturn,Lw,Manual,Pale White,13000,Hatchback,Austin
C_CND_011368,2023-02-16,Male,505000,Chevrolet,Malibu,Auto,Red,21000,Hardtop,Aurora
C_CND_011369,2023-02-16,Male,2077000,Acura,Tl,Auto,Red,24700,Hatchback,Middletown
C_CND_011370,2023-02-16,Male,2850000,Volvo,C70,Manual,Black,36000,Hatchback,Aurora
C_CND_011371,2023-02-16,Female,1350000,Mercedes-B,S-Class,Auto,Pale White,10000,Suv,Greenville
C_CND_011372,2023-02-16,Male,840000,Toyota,Tacoma,Auto,Pale White,53000,Hardtop,Janesville
C_CND_011373,2023-02-16,Male,411000,Oldsmobile,Intrigue,Auto,Pale White,45000,Suv,Janesville
C_CND_011374,2023-02-16,Male,1222000,Dodge,Dakota,Auto,Pale White,21200,Sedan,Scottsdale
C_CND_011375,2023-02-16,Male,800000,Volvo,S70,Manual,Red,21000,Hardtop,Middletown
C_CND_011376,2023-02-16,Male,1550000,Subaru,Outback,Manual,Red,49000,Suv,Middletown
C_CND_011377,2023-02-16,Male,1640000,Saturn,Sc,Auto,Black,33000,Hardtop,Austin
C_CND_011378,2023-02-16,Male,13500,Jeep,Cherokee,Auto,Red,14000,Sedan,Pasco
C_CND_011379,2023-02-16,Male,820000,Ford,Expedition,Manual,Red,22000,Suv,Janesville
C_CND_011380,2023-02-16,Female,2300000,Audi,A8,Manual,Red,13000,Passenger,Scottsdale
C_CND_011381,2023-02-16,Female,1800000,Cadillac,Eldorado,Manual,Red,37000,Passenger,Austin
C_CND_011382,2023-02-16,Male,570000,Mitsubishi,Montero Sport,Auto,Red,39001,Hardtop,Austin
C_CND_011383,2023-02-16,Male,13500,Dodge,Viper,Auto,Pale White,25000,Suv,Aurora
C_CND_011384,2023-02-16,Female,587000,Subaru,Forester,Manual,Red,26001,Hardtop,Aurora
C_CND_011385,2023-02-16,Female,3700000,Acura,Rl,Manual,Pale White,17000,Suv,Pasco
C_CND_011386,2023-02-16,Male,3550000,Honda,Cr-V,Auto,Pale White,22000,Suv,Janesville
C_CND_011387,2023-02-16,Male,13500,Mercedes-B,Sl-Class,Manual,Black,38000,Hardtop,Greenville
C_CND_011388,2023-02-16,Male,800000,Chevrolet,Lumina,Manual,Red,12001,Passenger,Middletown
C_CND_011389,2023-02-16,Female,13500,Plymouth,Breeze,Auto,Pale White,22000,Hardtop,Pasco
C_CND_011390,2023-02-16,Male,826000,Acura,Tl,Auto,Red,24001,Hatchback,Greenville
C_CND_011391,2023-02-16,Male,4400000,Cadillac,Escalade,Auto,Black,26001,Sedan,Pasco
C_CND_011392,2023-02-16,Male,13500,Ford,Taurus,Manual,Black,69001,Suv,Janesville
C_CND_011393,2023-02-16,Female,560000,Mercury,Grand Marquis,Manual,Red,71001,Suv,Scottsdale
C_CND_011394,2023-02-16,Male,13500,Chevrolet,Metro,Auto,Pale White,19001,Passenger,Austin
C_CND_011395,2023-02-16,Female,1200000,Nissan,Quest,Auto,Pale White,32001,Suv,Middletown
C_CND_011396,2023-02-19,Male,820000,Dodge,Dakota,Auto,Pale White,21000,Sedan,Scottsdale
C_CND_011397,2023-02-19,Male,370000,Hyundai,Sonata,Manual,Pale White,13000,Suv,Austin
C_CND_011398,2023-02-19,Male,13500,Ford,Taurus,Manual,Black,43000,Suv,Middletown
C_CND_011399,2023-02-19,Male,1170000,Toyota,Rav4,Manual,Pale White,22000,Hatchback,Aurora
C_CND_011400,2023-02-19,Male,13500,Porsche,Boxter,Auto,Black,26000,Suv,Greenville
C_CND_011401,2023-02-19,Male,750000,Volkswagen,Passat,Auto,Pale White,32000,Hatchback,Aurora
C_CND_011402,2023-02-19,Male,748888,Volvo,S40,Auto,Red,29880,Sedan,Greenville
C_CND_011403,2023-02-19,Male,850000,Mercedes-B,Cl500,Manual,Black,22000,Suv,Pasco
C_CND_011404,2023-02-19,Female,13500,Dodge,Viper,Auto,Red,23000,Suv,Janesville
C_CND_011405,2023-02-19,Male,490000,Mitsubishi,Galant,Auto,Pale White,36000,Passenger,Scottsdale
C_CND_011406,2023-02-19,Male,1660000,Volvo,S80,Manual,Red,25001,Sedan,Greenville
C_CND_011407,2023-02-19,Male,2250000,Oldsmobile,Intrigue,Auto,Pale White,45001,Suv,Pasco
C_CND_011408,2023-02-19,Male,1162000,Volkswagen,Gti,Manual,Black,25201,Suv,Janesville
C_CND_011409,2023-02-19,Female,2100000,Chevrolet,Monte Carlo,Manual,Red,17001,Hatchback,Scottsdale
C_CND_011410,2023-02-19,Male,2020000,Mercedes-B,S-Class,Manual,Red,21001,Suv,Austin
C_CND_011411,2023-02-19,Male,1326000,Toyota,Rav4,Auto,Black,28600,Hatchback,Scottsdale
C_CND_011412,2023-02-19,Female,13500,Volkswagen,Golf,Manual,Red,25001,Hardtop,Greenville
C_CND_011413,2023-02-19,Female,2100000,Chevrolet,Prizm,Manual,Red,24001,Hardtop,Austin
C_CND_011414,2023-02-19,Male,610000,Chevrolet,Corvette,Auto,Pale White,46000,Suv,Scottsdale
C_CND_011415,2023-02-19,Male,711000,Chevrolet,Prizm,Manual,Red,21001,Hardtop,Middletown
C_CND_011416,2023-02-19,Male,13500,Oldsmobile,Silhouette,Auto,Black,60001,Sedan,Aurora
C_CND_011417,2023-02-19,Male,1350000,Mercedes-B,Slk,Manual,Pale White,17001,Passenger,Greenville
C_CND_011418,2023-02-19,Male,13500,Dodge,Durango,Manual,Pale White,27001,Suv,Pasco
C_CND_011419,2023-02-19,Male,13500,Pontiac,Grand Am,Auto,Red,19001,Suv,Janesville
C_CND_011420,2023-02-19,Male,13500,Chevrolet,Cavalier,Manual,Pale White,28001,Suv,Scottsdale
C_CND_011421,2023-02-20,Male,1790000,Toyota,Tacoma,Manual,Pale White,24000,Hatchback,Pasco
C_CND_011422,2023-02-20,Male,381000,Pontiac,Bonneville,Auto,Red,19000,Hatchback,Austin
C_CND_011423,2023-02-20,Male,13500,Cadillac,Catera,Auto,Red,28001,Hatchback,Janesville
C_CND_011424,2023-02-20,Female,427000,Porsche,Carrera Coupe,Auto,Red,15001,Hardtop,Austin
C_CND_011425,2023-02-20,Female,1570000,Chevrolet,Metro,Auto,Pale White,12001,Passenger,Austin
C_CND_011426,2023-02-21,Male,640000,Volkswagen,Passat,Auto,Pale White,31000,Hatchback,Janesville
C_CND_011427,2023-02-21,Male,820000,Bmw,528I,Manual,Black,21000,Suv,Scottsdale
C_CND_011428,2023-02-21,Male,1875000,Mitsubishi,Diamante,Auto,Pale White,21500,Hatchback,Austin
C_CND_011429,2023-02-21,Male,1053000,Toyota,Rav4,Manual,Black,85300,Hatchback,Middletown
C_CND_011430,2023-02-21,Male,13500,Ford,Focus,Manual,Red,17000,Hatchback,Aurora
C_CND_011431,2023-02-21,Female,800000,Bmw,323I,Manual,Red,21000,Hatchback,Greenville
C_CND_011432,2023-02-21,Male,705000,Mitsubishi,3000Gt,Manual,Red,24000,Sedan,Pasco
C_CND_011433,2023-02-21,Male,240000,Dodge,Ram Wagon,Auto,Black,22001,Passenger,Janesville
C_CND_011434,2023-02-21,Male,1175000,Chevrolet,Prizm,Auto,Red,15501,Hatchback,Austin
C_CND_011435,2023-02-21,Female,13500,Chevrolet,Cavalier,Manual,Pale White,14001,Suv,Austin
C_CND_011436,2023-02-21,Female,1150000,Dodge,Avenger,Auto,Red,22001,Passenger,Middletown
C_CND_011437,2023-02-21,Male,1011000,Saturn,Sc,Auto,Black,33100,Hardtop,Middletown
C_CND_011438,2023-02-21,Male,1502000,Nissan,Quest,Manual,Black,19200,Suv,Scottsdale
C_CND_011439,2023-02-21,Male,706000,Lexus,Es300,Auto,Pale White,27000,Hardtop,Austin
C_CND_011440,2023-02-21,Male,440000,Oldsmobile,Silhouette,Auto,Red,12000,Sedan,Middletown
C_CND_011441,2023-02-21,Male,395000,Toyota,Rav4,Manual,Pale White,22000,Hatchback,Aurora
C_CND_011442,2023-02-21,Male,991000,Dodge,Durango,Auto,Pale White,10000,Suv,Greenville
C_CND_011443,2023-02-21,Male,13500,Lincoln,Continental,Manual,Black,42000,Passenger,Pasco
C_CND_011444,2023-02-21,Female,710000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Janesville
C_CND_011445,2023-02-21,Male,945000,Toyota,Celica,Auto,Pale White,25000,Suv,Scottsdale
C_CND_011446,2023-02-21,Male,1020000,Oldsmobile,Silhouette,Manual,Red,25000,Sedan,Austin
C_CND_011447,2023-02-21,Male,1234000,Toyota,Celica,Manual,Pale White,14400,Suv,Middletown
